index,modelname,num_groups,group_id,mean,std,fast_gini,avg_rscore,min_rscore,max_rscore,fast_gini_min,fast_gini_mean,fast_gini_max
0,bm25,10000,0,0.35125717015268926,0.2196799127154559,0.25944245891311846,0.35125717015268926,0.21667906533553166,1.8597274323132096,0.14495754789550494,0.2441684082821426,0.6615901062253292
1,bm25,10000,1,0.33658068672012564,0.2264261683915401,0.24766199066286743,0.33658068672012564,0.21667906533553166,1.9235933878519513,0.14495754789550494,0.2441684082821426,0.6615901062253292
2,bm25,10000,2,0.309034441259655,0.16536156338352626,0.19686210133425186,0.30903444125965496,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
3,bm25,10000,3,0.3605743364697367,0.2403820617779987,0.2724838202860604,0.36057433646973674,0.21667906533553166,2.1432337534200494,0.14495754789550494,0.2441684082821426,0.6615901062253292
4,bm25,10000,4,0.323081461316912,0.19714170926970567,0.22817239086318453,0.32308146131691207,0.21667906533553166,1.7312340490667562,0.14495754789550494,0.2441684082821426,0.6615901062253292
5,bm25,10000,5,0.30208116633131277,0.15763139357711026,0.18425672501427115,0.30208116633131277,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
6,bm25,10000,6,0.3263222475801218,0.20184470284985098,0.22741140168510282,0.3263222475801218,0.21667906533553166,2.352934267515801,0.14495754789550494,0.2441684082821426,0.6615901062253292
7,bm25,10000,7,0.3499009648625244,0.24825010847429943,0.2722239890013351,0.3499009648625244,0.21667906533553166,2.0008056674402104,0.14495754789550494,0.2441684082821426,0.6615901062253292
8,bm25,10000,8,0.30390459389468083,0.15922027636748332,0.18716803312797586,0.30390459389468083,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
9,bm25,10000,9,0.30359916214202287,0.1585045343236498,0.18722578877533314,0.30359916214202287,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
10,bm25,10000,10,0.307618295653068,0.16422543293854736,0.19372557121370312,0.3076182956530679,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
11,bm25,10000,11,0.30208116633131277,0.15699833321381168,0.18425672501427026,0.3020811663313127,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
12,bm25,10000,12,0.35279552272270104,0.2651450622373911,0.2742377325852227,0.35279552272270104,0.21667906533553166,2.9731887141014175,0.14495754789550494,0.2441684082821426,0.6615901062253292
13,bm25,10000,13,0.30208116633131277,0.15699833321381168,0.18425672501427026,0.30208116633131277,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
14,bm25,10000,14,0.30208116633131277,0.15763139357711026,0.18425672501427115,0.30208116633131277,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
15,bm25,10000,15,0.323081461316912,0.19857642569820294,0.22413060220909367,0.32308146131691207,0.21667906533553166,2.6221406019998224,0.14495754789550494,0.2441684082821426,0.6615901062253292
16,bm25,10000,16,0.3394170408216997,0.20105840309838874,0.24151849201065337,0.3394170408216997,0.21667906533553166,1.7286947083916377,0.14495754789550494,0.2441684082821426,0.6615901062253292
17,bm25,10000,17,0.347219731415302,0.3008945095523596,0.28123982907764644,0.347219731415302,0.21667906533553166,3.1044794145920416,0.14495754789550494,0.2441684082821426,0.6615901062253292
18,bm25,10000,18,0.4540298091151995,0.5264273323786239,0.381953019783296,0.4540298091151996,0.21667906533553166,7.740317435324281,0.14495754789550494,0.2441684082821426,0.6615901062253292
19,bm25,10000,19,0.30208116633131277,0.15710331372250935,0.1842567250142714,0.3020811663313127,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
20,bm25,10000,20,0.3144495138771472,0.18968385737567814,0.21023736792198852,0.31444951387714715,0.21667906533553166,2.646948371311007,0.14495754789550494,0.2441684082821426,0.6615901062253292
21,bm25,10000,21,0.4004863947574222,0.39926250301830307,0.3346554824354558,0.4004863947574222,0.21667906533553166,6.01817208215085,0.14495754789550494,0.2441684082821426,0.6615901062253292
22,bm25,10000,22,0.35125717015268926,0.18682329046173193,0.2368780456274145,0.3512571701526892,0.21667906533553166,1.4426950408889634,0.14495754789550494,0.2441684082821426,0.6615901062253292
23,bm25,10000,23,0.3460831692830097,0.25092830006563016,0.2605893969612967,0.3460831692830097,0.21667906533553166,3.475003254747038,0.14495754789550494,0.2441684082821426,0.6615901062253292
24,bm25,10000,24,0.32625359152129996,0.20771039898677798,0.22825017699946995,0.3262535915213,0.21667906533553166,1.9602054218036824,0.14495754789550494,0.2441684082821426,0.6615901062253292
25,bm25,10000,25,0.3469348916028202,0.21221066863609497,0.2505469212963434,0.3469348916028202,0.21667906533553166,1.9270274596759287,0.14495754789550494,0.2441684082821426,0.6615901062253292
